,A,D,H
266,0.23141341399251664,0.26845588820630767,0.5001306978011772
267,0.4875699783285667,0.23906032838851743,0.27336969328291644
268,0.26564838942464697,0.27278794761537767,0.4615636629599753
269,0.1912540702292053,0.2514476345011641,0.5572982952696303
270,0.23738946148051343,0.28429613607973053,0.4783144024397557
271,0.10658401995018685,0.2138443950314826,0.6795715850183299
272,0.20920676065991356,0.2668560253394421,0.5239372140006439
273,0.26882076834225604,0.28625585534061126,0.44492337631713275
274,0.27340444257075713,0.2723506244881646,0.4542449329410788
275,0.13126142030590127,0.22799699282988736,0.64074158686421
276,0.5417498672374947,0.21763833178888903,0.24061180097361676
277,0.5268042454190346,0.22118556255591523,0.25201019202505054
278,0.2570037312749337,0.28383641276331395,0.459159855961753
279,0.5029781100804798,0.23127232727635508,0.265749562643165
280,0.37781865988996083,0.2738632385947796,0.34831810151525905
281,0.31784509711064396,0.2782018651564337,0.4039530377329227
282,0.1610366773957712,0.2445321048999669,0.5944312177042612
283,0.24591806630073704,0.2645505381523714,0.48953139554689196
284,0.22810357273181647,0.2732332047153222,0.49866322255286166
285,0.11327897777238671,0.21115232610100146,0.6755686961266111
286,0.47283453609994164,0.24051375376372233,0.2866517101363364
287,0.48018272042836907,0.23838259366888168,0.2814346859027494
288,0.10731530574741785,0.2074963649072028,0.6851883293453784
289,0.31061611293496666,0.2873753545427307,0.4020085325223022
290,0.29022395895288416,0.27581516686292423,0.4339608741841918
291,0.2700173332839968,0.27523891515339816,0.45474375156260477
292,0.47883228556524543,0.23443953674923831,0.2867281776855166
293,0.29723264401840893,0.27682984612816547,0.4259375098534256
294,0.27975728606053163,0.2813720585592528,0.4388706553802159
295,0.10603503281510458,0.2106361637754633,0.6833288034094315
296,0.20733785151506642,0.25508425468618856,0.5375778937987455
297,0.14218411811999493,0.23624330135156882,0.6215725805284353
298,0.48358572118404314,0.23383355003657946,0.28258072877937673
299,0.1931352682603222,0.25600274721089544,0.5508619845287821
300,0.2415306582533677,0.27742929787766063,0.4810400438689719
301,0.2809973247515305,0.279839235468533,0.43916343977993644
302,0.5484452191016099,0.21602988338592,0.23552489751247066
303,0.3273297432935077,0.27688026371556523,0.3957899929909268
304,0.14543343285350177,0.24593789099993862,0.608628676146559
305,0.21326536396099852,0.2605320881671105,0.5262025478718916
306,0.27529799663326354,0.279602431030129,0.44509957233660735
307,0.13550454023768102,0.2323649420809761,0.6321305176813414
308,0.1245918338471303,0.22165504779902453,0.6537531183538443
309,0.5296819331143725,0.2208317598329974,0.24948630705263028
310,0.4927883402282096,0.23532896935355307,0.27188269041823776
311,0.5580206915984018,0.21322568231639943,0.22875362608519914
312,0.3281172112412709,0.2738232599550719,0.39805952880365736
313,0.11753652776920677,0.21494028023813722,0.667523191992655
314,0.17516620509092432,0.25238562117192415,0.5724481737371505
315,0.2554257259215415,0.27445828725637544,0.4701159868220836
316,0.19645832809351418,0.25143077385319407,0.552110898053292
317,0.20522753987191258,0.26552298333127594,0.5292494767968119
318,0.10999322645994525,0.2141720427983623,0.6758347307416918
319,0.36819660494858397,0.26867327681473047,0.36313011823668523
320,0.40945505360314866,0.2488011989051697,0.341743747491681
321,0.3866070172289811,0.2650214860386265,0.3483714967323923
322,0.23893687748436301,0.2705509752540563,0.49051214726158143
323,0.5464853446651692,0.2135387095629867,0.2399759457718441
324,0.36917899825842426,0.2699306620604862,0.3608903396810893
325,0.11081192765066528,0.2094647390936848,0.6797233332556489
326,0.36113519879696543,0.2764493390798076,0.3624154621232264
327,0.2901204843593346,0.27563721024067706,0.4342423053999881
328,0.12826026226939213,0.22405586878613276,0.6476838689444737
329,0.21497004993802105,0.2899008470341367,0.4951291030278423
330,0.4741501868889232,0.24089267640048834,0.2849571367105882
331,0.47265602993006456,0.24210223281829826,0.28524173725163743
332,0.5667791521440412,0.20794113320976834,0.22527971464619082
333,0.24686271387195205,0.26995417436510016,0.48318311176294815
334,0.12162408986074577,0.22169607587162482,0.6566798342676287
335,0.2160621252957142,0.26421654855156007,0.5197213261527261
336,0.23834097291438033,0.27330550433083695,0.48835352275478333
337,0.5479179348719998,0.2124378301446791,0.23964423498332146
338,0.1334166696645548,0.22912696622421508,0.6374563641112293
339,0.4204563636174618,0.25823489665195254,0.32130873973058516
340,0.4466869707128255,0.24837890186627856,0.3049341274208955
341,0.23571127998227187,0.27311500673848604,0.4911737132792425
342,0.3888942319409169,0.2582410123984063,0.35286475566067643
343,0.13179421464766494,0.22877913299240066,0.6394266523599331
344,0.3638763900062237,0.27430520160333727,0.36181840839043866
345,0.353257181009837,0.2718145110355081,0.3749283079546549
346,0.2682243352835034,0.2851844567727082,0.44659120794378904
347,0.13056294494898846,0.2252065277670007,0.64423052728401
348,0.11859815553426481,0.22086410100280923,0.6605377434629248
349,0.2836602284445397,0.28558201217829277,0.43075775937716737
350,0.23796233193522273,0.27248578793438,0.48955188013039785
351,0.5333150447512883,0.22015817868962045,0.24652677655909175
352,0.13229300476622363,0.22996542051880123,0.6377415747149738
353,0.26246004997319267,0.27204936854746803,0.46549058147934
354,0.44843071843755944,0.24974085423780165,0.30182842732463894
355,0.5638035551638663,0.20834701611170198,0.22784942872443215
356,0.14105637662531212,0.22860425692942907,0.6303393664452583
357,0.2682005409145262,0.28317126866027187,0.4486281904252015
358,0.21266935144905932,0.26862139191148715,0.5187092566394534
359,0.41806959425807994,0.24990399703961205,0.3320264087023078
360,0.30777037789805944,0.27739381711638167,0.41483580498555883
361,0.137580231218681,0.2413711960249626,0.6210485727563557
362,0.31005438589288137,0.2714270337224447,0.4185185803846741
363,0.5579792607434966,0.21203180508385733,0.22998893417264668
364,0.10399701993690047,0.21164354119214843,0.6843594388709505
365,0.24078407398389173,0.28036328810641203,0.4788526379096962
366,0.14783249482102426,0.23860875728427977,0.613558747894695
367,0.4469633898679073,0.2479818907266304,0.3050547194054622
368,0.22020194346862557,0.272768877336842,0.5070291791945332
369,0.12454071915884767,0.22456072034011826,0.6508985605010332
370,0.36105206334601553,0.2689715011181541,0.3699764355358301
371,0.5559470195766268,0.21311223535600377,0.2309407450673698
372,0.11792712001055347,0.22701436574570308,0.6550585142437432
373,0.35667880970695803,0.2648979379429054,0.378423252350136
374,0.1083713890945675,0.212645034266728,0.6789835766387038
375,0.20163055766915175,0.25706553213759914,0.5413039101932499
376,0.32390209713260526,0.27911165884473366,0.39698624402266064
377,0.1903396009612546,0.25748844834713364,0.5521719506916115
378,0.21791298509368692,0.26749082367438465,0.5145961912319297
379,0.10358725663067553,0.20523126566502853,0.6911814777042954
